fyear,tic,ACT,AT,C&E,COGS,SHARE,TD,IB,CL,NI,CFO,REVT
2011,JNPR,4439.661,9983.82,3551.743,1416.225,526.409,999.034,425.136,1466.703,425.136,986.726,4448.709
2012,JNPR,3600.7,9832.1,2849.3,1421.4,508.4,999.2,186.5,1422,186.5,642.4,4365.4
2013,JNPR,3703.9,10326,2845.9,1543.8,495.2,999.3,439.8,1441.4,439.8,842.3,4669.1
2014,JNPR,2971.9,8403.1,1971.8,1533.9,416.2,1349,-334.3,1527.7,-334.3,763.4,4627.1
2015,JNPR,2912.4,8619.2,1948,1611,384,1994.3,633.7,1801.9,633.7,892.5,4857.8
2016,JNPR,3971.9,9656.5,2604.8,1689.4,381.1,2195.3,592.7,1735.9,592.7,1106,4990.1
2017,JNPR,4184.5,9833.8,3118.5,1733.1,365.5,2198.9,306.2,1738.2,306.2,1260.1,5027.2
2000,JCOM,30.277,65.305,25.786,5.105,43.927,2.164,-22.219,10.602,-22.219,-11.931,13.933
2001,JCOM,24,49.056,19.087,10.879,10.728,0.682,-7.835,7.888,-7.835,1.68,33.253
2002,JCOM,39.267,64.093,32.777,7.827,11.048,0.847,14.092,7.159,14.317,16.356,48.214
2003,JCOM,73.873,112.856,55.421,9.514,23.091,1.243,35.806,9.73,35.806,32.629,71.622
2004,JCOM,79.659,152.917,66.039,11.965,23.608,2.062,31.607,12.09,31.607,51.321,106.343
2005,JCOM,127.478,222.245,112.826,22.653,24.762,0.742,51.258,18.214,51.258,64.345,143.941
2006,JCOM,198.514,288.16,179.103,28.495,49.318,0.149,53.131,33.307,53.131,73.005,181.079
2007,JCOM,230.667,350.409,208.517,33.853,48.666,0,68.461,36.873,68.461,94.207,220.697
2008,JCOM,174.518,322.04,150.794,33.55,43.625,0,72.562,32.395,72.562,90.716,241.513
2009,JCOM,256.453,414.001,228.792,30.023,44.227,0,66.827,28.915,66.827,101.833,244.871
2010,JCOM,115.502,532.623,78.787,29.576,45.02,0,83.047,57.892,83.047,96.385,255.394
2011,JCOM,212.897,651.171,177.872,54.058,46.709,0,114.766,57.798,114.766,150.748,340.484
2012,JCOM,377.499,995.17,323.734,60.843,45.094,245.194,121.58,78.927,121.58,169.911,371.396
2013,JCOM,389.025,1153.789,298.59,77.305,46.105,245.67,107.522,114.892,107.522,193.324,508.201
2014,JCOM,646.183,1705.202,529.869,90.436,47.41,593.749,125.327,159.367,125.327,177.231,599.03
2015,JCOM,482.805,1792.868,335.185,103.647,47.951,601.548,133.636,196.654,133.636,229.061,720.815
2016,JCOM,347.999,2062.328,124.01,120.57,47.444,601.81,152.439,454.089,152.439,282.387,874.255
2017,JCOM,620.427,2453.093,350.945,138.877,47.855,1001.944,139.425,265.102,139.425,264.419,1117.838
2000,PRFT,7.935,54.615,0.842,9.661,6.252,0.165,-13.627,4.561,-13.627,-2.796,19.964
2001,PRFT,4.767,9.118,1.412,11.384,6.289,0.051,-43.886,2.273,-43.886,2.752,20.417
2002,PRFT,5.846,19.593,1.525,11.553,10.537,1.8,-2.395,3.992,-2.395,0.357,20.464
2003,PRFT,7.821,20.26,1.989,18.817,14.033,0.803,1.05,3.808,1.05,1.885,30.192
2004,PRFT,24.291,62.582,3.905,40.028,20.914,4.281,3.913,15.058,3.913,4.038,58.848
2005,PRFT,30.764,84.935,5.096,64.579,23.908,6.919,7.177,13.686,7.177,7.687,96.997
2006,PRFT,47.119,131,4.549,107.17,26.7,1.338,9.567,22.26,9.567,13.147,160.926
2007,PRFT,64.249,189.992,8.07,142.458,29.423,0,16.23,22.881,16.23,23.051,218.148
2008,PRFT,75.024,194.247,22.909,157.986,28.502,0,10,18.848,10,26.768,231.488
2009,PRFT,65.338,184.81,24.302,139.817,27.083,0,1.463,15.133,1.463,22.563,188.15
2010,PRFT,76.358,207.678,24.008,152.185,27.276,0,6.48,28.726,6.48,18.731,214.952
2011,PRFT,74.988,223.932,9.732,181.305,28.743,0,10.747,23.512,10.747,14.32,262.439
2012,PRFT,80.841,267.194,5.813,223.693,30.825,2.8,16.107,28.564,16.107,39.211,327.096
2013,PRFT,95.233,325.749,7.018,250.226,31.341,19,21.432,37.965,21.432,46.851,373.325
2014,PRFT,132.018,426.042,10.935,307.357,32.855,54,23.163,55.063,23.163,34.033,456.692
